ix,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
32366,2015-580,Australian Open,Hard,128,G,20150119,114,105683,8,,Milos Raonic,R,196,CAN,24.0629705681,8,4575,103852,12,,Feliciano Lopez,L,188,ESP,33.3305954825,14,2130,6-4 4-6 6-3 6-7(7) 6-3,5,R16,185,30,3,144,107,85,22,26,2,3,21,5,169,107,78,32,24,10,13
32367,2015-580,Australian Open,Hard,128,G,20150119,115,104527,4,,Stanislas Wawrinka,R,183,SUI,29.8124572211,4,5370,104198,,,Guillermo Garcia Lopez,R,188,ESP,31.627652293,37,1020,7-6(2) 6-4 4-6 7-6(8),5,R16,182,16,3,134,86,66,24,22,5,9,5,4,142,86,60,29,22,9,13
32368,2015-580,Australian Open,Hard,128,G,20150119,116,105453,5,,Kei Nishikori,R,178,JPN,25.0568104038,5,5025,103970,9,,David Ferrer,R,175,ESP,32.7994524298,10,4145,6-3 6-3 6-3,5,R16,127,7,3,96,54,38,25,13,5,6,2,5,108,70,39,16,14,11,17
32369,2015-580,Australian Open,Hard,128,G,20150119,117,104607,7,,Tomas Berdych,R,196,CZE,29.3388090349,7,4660,106071,,,Bernard Tomic,R,193,AUS,22.2450376454,66,737,6-2 7-6(3) 6-2,5,R16,121,17,4,88,46,39,25,14,1,1,6,2,105,69,50,12,14,9,13
32370,2015-580,Australian Open,Hard,128,G,20150119,118,104745,3,,Rafael Nadal,L,185,ESP,28.629705681,3,6585,104731,14,,Kevin Anderson,R,203,RSA,28.6735112936,15,2125,7-5 6-1 6-4,5,R16,126,3,3,88,59,46,19,15,6,6,8,3,73,53,36,13,14,2,6
32371,2015-580,Australian Open,Hard,128,G,20150119,119,104918,6,,Andy Murray,R,190,GBR,27.6824093087,6,4675,105777,10,,Grigor Dimitrov,R,188,BUL,23.6796714579,11,3645,6-4 6-7(5) 6-3 7-5,5,R16,212,12,4,136,91,70,18,22,4,8,4,3,153,108,73,14,21,12,19
32372,2015-580,Australian Open,Hard,128,G,20150119,120,106401,,,Nick Kyrgios,R,,AUS,19.7316906229,53,830,104312,,,Andreas Seppi,R,190,ITA,30.9103353867,46,915,5-7 4-6 6-3 7-6(5) 8-6,5,R16,214,25,7,187,116,87,37,29,9,12,23,4,178,115,85,33,28,6,9
32373,2015-580,Australian Open,Hard,128,G,20150119,121,104925,1,,Novak Djokovic,R,188,SRB,27.6632443532,1,11405,105683,8,,Milos Raonic,R,196,CAN,24.0629705681,8,4575,7-6(5) 6-4 6-2,5,QF,120,8,2,78,54,48,18,15,0,0,17,2,99,67,48,17,15,8,11
32374,2015-580,Australian Open,Hard,128,G,20150119,122,104527,4,,Stanislas Wawrinka,R,183,SUI,29.8124572211,4,5370,105453,5,,Kei Nishikori,R,178,JPN,25.0568104038,5,5025,6-3 6-4 7-6(6),5,QF,124,21,4,91,56,48,19,16,3,4,6,2,94,58,43,18,15,8,11
32375,2015-580,Australian Open,Hard,128,G,20150119,123,104607,7,,Tomas Berdych,R,196,CZE,29.3388090349,7,4660,104745,3,,Rafael Nadal,L,185,ESP,28.629705681,3,6585,6-2 6-0 7-6(5),5,QF,133,11,0,87,58,48,13,13,4,4,3,6,82,61,39,6,13,5,10
32376,2015-580,Australian Open,Hard,128,G,20150119,124,104918,6,,Andy Murray,R,190,GBR,27.6824093087,6,4675,106401,,,Nick Kyrgios,R,,AUS,19.7316906229,53,830,6-3 7-6(5) 6-3,5,QF,125,12,1,87,60,48,18,16,1,2,9,3,110,69,45,21,14,6,9
32377,2015-580,Australian Open,Hard,128,G,20150119,125,104925,1,,Novak Djokovic,R,188,SRB,27.6632443532,1,11405,104527,4,,Stanislas Wawrinka,R,183,SUI,29.8124572211,4,5370,7-6(1) 3-6 6-4 4-6 6-0,5,SF,210,5,3,135,88,61,28,23,3,8,10,4,158,94,60,33,24,10,17
32378,2015-580,Australian Open,Hard,128,G,20150119,126,104918,6,,Andy Murray,R,190,GBR,27.6824093087,6,4675,104607,7,,Tomas Berdych,R,196,CZE,29.3388090349,7,4660,6-7(6) 6-0 6-3 7-5,5,SF,206,16,2,130,85,64,24,20,2,3,6,6,127,75,50,26,19,4,10
32379,2015-580,Australian Open,Hard,128,G,20150119,127,104925,1,,Novak Djokovic,R,188,SRB,27.6632443532,1,11405,104918,6,,Andy Murray,R,190,GBR,27.6824093087,6,4675,7-6(5) 6-7(4) 6-3 6-0,5,F,219,9,1,136,81,48,34,20,7,12,10,3,118,77,50,14,19,7,16
32380,2015-316,Bastad,Clay,28,A,20150720,1,105332,,,Benoit Paire,R,196,FRA,26.1984941821,62,776,105436,,WC,Markus Eriksson,U,,SWE,25.6372347707,536,62,7-6(4) 6-3,3,R32,,7,3,68,42,33,16,11,0,1,2,1,62,42,32,9,10,2,4
32381,2015-316,Bastad,Clay,28,A,20150720,2,104797,,,Denis Istomin,R,188,UZB,28.8651608487,73,700,106043,,,Diego Sebastian Schwartzman,R,,ARG,22.9240246407,66,745,6-3 6-4,3,R32,,9,1,64,49,36,10,10,1,1,0,2,57,33,19,14,9,1,3
32382,2015-316,Bastad,Clay,28,A,20150720,3,104597,,PR,Nicolas Almagro,R,183,ESP,29.9110198494,138,380,104269,5,,Fernando Verdasco,L,188,ESP,31.6769336071,38,1080,6-4 1-6 7-5,3,R32,,7,5,93,56,38,18,14,6,9,5,2,93,58,38,21,15,5,8
32383,2015-316,Bastad,Clay,28,A,20150720,4,105643,,,Federico Delbonis,L,190,ARG,24.7885010267,68,727,104297,,Q,Rogerio Dutra Silva,R,178,BRA,31.4579055441,296,159,1-6 6-4 6-4,3,R32,,2,8,90,52,35,13,14,2,7,5,3,96,62,39,16,13,9,13
32384,2015-316,Bastad,Clay,28,A,20150720,5,104327,,,Steve Darcis,R,178,BEL,31.3511293634,67,731,104593,,,Daniel Gimeno Traver,R,185,ESP,29.9493497604,69,727,6-4 6-3,3,R32,,0,2,55,39,30,7,10,2,4,2,2,53,36,23,7,9,3,7
32385,2015-316,Bastad,Clay,28,A,20150720,6,105668,8,,Jerzy Janowicz,R,203,POL,24.681724846,48,895,105063,,Q,Andrea Arnaboldi,L,,ITA,27.5619438741,165,304,6-4 7-5,3,R32,,0,2,60,46,33,7,11,3,5,2,2,74,38,25,16,11,5,9
32386,2015-316,Bastad,Clay,28,A,20150720,7,105064,6,,Thomaz Bellucci,L,188,BRA,27.5537303217,41,1065,111200,,WC,Elias Ymer,R,,SWE,19.2744695414,133,412,6-4 6-2,3,R32,,3,2,53,32,25,12,9,2,3,1,3,61,29,19,13,9,5,9
32387,2015-316,Bastad,Clay,28,A,20150720,8,105872,,WC,Christian Lindell,U,,SWE,23.6632443532,177,273,105154,,,Joao Souza,R,193,BRA,27.1457905544,88,566,6-2 3-6 6-4,3,R32,,7,7,87,47,35,20,13,5,7,7,2,70,40,33,13,14,2,6
32388,2015-316,Bastad,Clay,28,A,20150720,9,100644,,,Alexander Zverev,R,,GER,18.2477754962,123,439,104714,,Q,Julian Reister,R,188,GER,29.2977412731,926,15,6-7(4) 6-4 6-3,3,R32,,9,3,127,84,53,25,16,8,9,1,2,95,78,51,9,15,5,8
32389,2015-316,Bastad,Clay,28,A,20150720,10,103908,,Q,Paul Henri Mathieu,R,185,FRA,33.5167693361,121,445,104871,7,,Jeremy Chardy,R,188,FRA,28.4325804244,43,950,7-5 6-3,3,R32,,6,4,74,49,38,13,11,1,1,4,6,70,44,31,12,10,8,10
32390,2015-316,Bastad,Clay,28,A,20150720,11,105208,,,Ernests Gulbis,R,190,LAT,26.8856947296,81,610,104947,,,Marsel Ilhan,R,190,TUR,28.1067761807,77,657,6-2 6-0,3,R32,,5,3,41,27,24,6,7,2,2,2,5,51,28,13,9,7,1,6
32391,2015-316,Bastad,Clay,28,A,20150720,12,105077,,,Albert Ramos,L,188,ESP,27.5044490075,57,823,104563,,,Luca Vanni,U,,ITA,30.1245722108,141,379,6-4 6-4,3,R32,,1,3,59,36,26,17,10,2,2,9,2,65,34,26,16,10,5,7
32392,2015-316,Bastad,Clay,28,A,20150720,13,105332,,,Benoit Paire,R,196,FRA,26.1984941821,62,776,105676,1,,David Goffin,R,163,BEL,24.6160164271,14,2180,6-2 6-3,3,R16,,8,3,54,32,25,11,9,2,4,1,3,48,27,12,9,8,2,7
32393,2015-316,Bastad,Clay,28,A,20150720,14,104797,,,Denis Istomin,R,188,UZB,28.8651608487,73,700,104597,,PR,Nicolas Almagro,R,183,ESP,29.9110198494,138,380,6-3 6-3,3,R16,,5,0,54,40,31,8,9,5,5,6,4,61,33,23,11,9,2,5
32394,2015-316,Bastad,Clay,28,A,20150720,15,104655,3,,Pablo Cuevas,R,180,URU,29.5468856947,25,1297,105643,,,Federico Delbonis,L,190,ARG,24.7885010267,68,727,6-4 6-7(6) 6-0,3,R16,,10,8,105,57,44,22,14,8,10,3,6,86,49,27,22,14,2,8
32395,2015-316,Bastad,Clay,28,A,20150720,16,104327,,,Steve Darcis,R,178,BEL,31.3511293634,67,731,105668,8,,Jerzy Janowicz,R,203,POL,24.681724846,48,895,6-1 6-4,3,R16,,3,3,83,60,39,12,9,11,12,1,5,53,36,18,7,8,1,5
32396,2015-316,Bastad,Clay,28,A,20150720,17,105064,6,,Thomaz Bellucci,L,188,BRA,27.5537303217,41,1065,105872,,WC,Christian Lindell,U,,SWE,23.6632443532,177,273,6-3 6-4,3,R16,,5,2,48,29,22,12,10,1,3,1,3,49,31,18,6,9,4,8
32397,2015-316,Bastad,Clay,28,A,20150720,18,100644,,,Alexander Zverev,R,,GER,18.2477754962,123,439,104338,4,,Juan Monaco,R,185,ARG,31.3073237509,27,1215,6-4 6-2,3,R16,,3,5,55,33,25,12,9,2,3,1,3,60,35,20,12,9,4,8
32398,2015-316,Bastad,Clay,28,A,20150720,19,103908,,Q,Paul Henri Mathieu,R,185,FRA,33.5167693361,121,445,105208,,,Ernests Gulbis,R,190,LAT,26.8856947296,81,610,6-3 6-3,3,R16,,2,3,52,35,27,9,9,4,5,6,5,58,35,25,7,9,4,8
32399,2015-316,Bastad,Clay,28,A,20150720,20,103990,2,,Tommy Robredo,R,180,ESP,33.2183436003,21,1540,105077,,,Albert Ramos,L,188,ESP,27.5044490075,57,823,6-4 6-4,3,R16,,1,1,69,41,28,13,10,7,9,1,1,61,36,23,12,10,3,7
32400,2015-316,Bastad,Clay,28,A,20150720,21,105332,,,Benoit Paire,R,196,FRA,26.1984941821,62,776,104797,,,Denis Istomin,R,188,UZB,28.8651608487,73,700,6-4 6-2,3,QF,,2,1,57,32,26,14,9,2,2,0,0,46,33,20,8,9,1,4
32401,2015-316,Bastad,Clay,28,A,20150720,22,104655,3,,Pablo Cuevas,R,180,URU,29.5468856947,25,1297,104327,,,Steve Darcis,R,178,BEL,31.3511293634,67,731,6-3 6-4,3,QF,,1,2,56,36,22,13,9,3,5,0,1,54,36,19,8,10,3,8
32402,2015-316,Bastad,Clay,28,A,20150720,23,100644,,,Alexander Zverev,R,,GER,18.2477754962,123,439,105064,6,,Thomaz Bellucci,L,188,BRA,27.5537303217,41,1065,5-7 6-4 6-2,3,QF,,4,6,111,71,47,15,15,13,18,3,3,91,46,25,22,15,2,9
32403,2015-316,Bastad,Clay,28,A,20150720,24,103990,2,,Tommy Robredo,R,180,ESP,33.2183436003,21,1540,103908,,Q,Paul Henri Mathieu,R,185,FRA,33.5167693361,121,445,6-3 6-3,3,QF,,7,1,60,32,21,20,9,5,5,2,0,50,29,19,11,9,4,7
32404,2015-316,Bastad,Clay,28,A,20150720,25,105332,,,Benoit Paire,R,196,FRA,26.1984941821,62,776,104655,3,,Pablo Cuevas,R,180,URU,29.5468856947,25,1297,6-4 6-3,3,SF,,4,2,63,32,20,18,10,2,5,0,0,51,37,16,8,9,4,9
32405,2015-316,Bastad,Clay,28,A,20150720,26,103990,2,,Tommy Robredo,R,180,ESP,33.2183436003,21,1540,100644,,,Alexander Zverev,R,,GER,18.2477754962,123,439,6-3 6-4,3,SF,,1,3,68,42,30,12,10,8,10,1,2,53,36,22,8,9,4,8
32406,2015-316,Bastad,Clay,28,A,20150720,27,105332,,,Benoit Paire,R,196,FRA,26.1984941821,62,776,103990,2,,Tommy Robredo,R,180,ESP,33.2183436003,21,1540,7-6(7) 6-3,3,F,,5,3,72,44,36,17,11,2,2,1,0,86,54,36,19,10,4,5
32407,2015-506,Buenos Aires,Clay,28,A,20150223,1,106032,,Q,Facundo Arguello,R,,ARG,22.5544147844,146,363,103656,,,Albert Montanes,R,175,ESP,34.2422997947,90,571,6-3 6-2,3,R32,62,5,2,47,30,26,10,9,0,0,2,3,44,30,18,6,8,1,4
32408,2015-506,Buenos Aires,Clay,28,A,20150223,2,103893,,,Paolo Lorenzi,R,183,ITA,33.1909650924,66,762,105064,,,Thomaz Bellucci,L,188,BRA,27.151266256,71,681,6-4 6-7(5) 6-1,3,R32,159,4,2,112,74,55,17,15,11,12,5,6,96,55,41,17,14,4,8
32409,2015-506,Buenos Aires,Clay,28,A,20150223,3,105643,,,Federico Delbonis,L,190,ARG,24.386036961,59,816,105807,8,,Pablo Carreno Busta,R,,ESP,23.6194387406,54,866,7-6(2) 3-0 RET,3,R32,74,2,0,49,26,21,14,7,2,3,3,3,57,37,24,8,8,4,7
32410,2015-506,Buenos Aires,Clay,28,A,20150223,4,104122,,,Carlos Berlocq,R,183,ARG,32.0547570157,74,670,106043,,,Diego Sebastian Schwartzman,R,,ARG,22.5215605749,64,780,6-3 6-3,3,R32,62,8,0,45,32,26,10,9,0,0,1,4,50,28,17,12,9,2,5
32411,2015-506,Buenos Aires,Clay,28,A,20150223,5,105487,,Q,Facundo Bagnis,L,,ARG,24.9883641342,128,431,106065,,Q,Marco Cecchinato,R,,ITA,22.3983572895,150,336,4-6 7-5 6-3,3,R32,130,3,1,86,54,32,23,15,3,7,2,1,105,74,44,14,16,1,7
32412,2015-506,Buenos Aires,Clay,28,A,20150223,6,105641,,,Blaz Rola,L,,SLO,24.386036961,85,602,106210,6,,Jiri Vesely,L,,CZE,21.6235455168,46,958,6-4 6-3,3,R32,92,4,1,61,45,33,7,9,4,5,9,5,80,56,30,11,10,8,12
32413,2015-506,Buenos Aires,Clay,28,A,20150223,7,104919,5,,Leonardo Mayer,R,188,ARG,27.7782340862,29,1264,103565,,,Stephane Robert,R,185,FRA,34.7707049966,211,225,6-0 6-1,3,R32,47,6,0,39,28,22,7,7,2,2,2,4,46,26,14,3,6,7,12
32414,2015-506,Buenos Aires,Clay,28,A,20150223,8,104338,,,Juan Monaco,R,185,ARG,30.9048596851,60,815,104216,,,Maximo Gonzalez,R,175,ARG,31.5975359343,94,564,6-2 6-2,3,R32,69,2,0,47,35,24,6,8,3,5,0,0,49,34,15,5,8,5,11
32415,2015-506,Buenos Aires,Clay,28,A,20150223,9,105819,,WC,Guido Andreozzi,R,,ARG,23.5537303217,194,246,105120,,Q,Andres Molteni,R,,ARG,26.9431895962,280,169,6-2 6-2,3,R32,71,3,2,53,33,25,11,8,3,3,1,1,47,28,17,7,8,3,7
32416,2015-506,Buenos Aires,Clay,28,A,20150223,10,104597,,,Nicolas Almagro,R,183,ESP,29.5085557837,89,575,104665,7,,Pablo Andujar,R,180,ESP,29.0841889117,67,760,6-3 3-6 6-2,3,R32,95,5,2,63,42,32,15,13,1,3,1,3,83,64,39,9,13,3,7
32417,2015-506,Buenos Aires,Clay,28,A,20150223,11,105077,,,Albert Ramos,L,188,ESP,27.1019849418,68,730,104547,,WC,Horacio Zeballos,L,188,ARG,29.826146475,125,441,6-4 6-1,3,R32,72,2,2,42,29,26,7,8,0,0,2,1,60,38,25,8,9,4,8
32418,2015-506,Buenos Aires,Clay,28,A,20150223,12,105952,,WC,Renzo Olivo,R,,ARG,22.9431895962,186,269,103813,,,Jarkko Nieminen,L,185,FIN,33.5879534565,70,693,7-6(3) 5-7 6-0,3,R32,131,5,11,84,45,38,21,15,1,3,4,4,112,73,48,15,15,9,13
32419,2015-506,Buenos Aires,Clay,28,A,20150223,13,104745,1,,Rafael Nadal,L,185,ESP,28.7255304586,4,5425,106032,,Q,Facundo Arguello,R,,ARG,22.5544147844,146,363,6-4 6-0,3,R16,65,2,0,42,30,23,7,8,2,3,2,3,47,33,15,5,8,3,8
32420,2015-506,Buenos Aires,Clay,28,A,20150223,14,105643,,,Federico Delbonis,L,190,ARG,24.386036961,59,816,103893,,,Paolo Lorenzi,R,183,ITA,33.1909650924,66,762,6-4 6-2,3,R16,78,0,1,51,29,21,13,9,1,3,0,2,55,35,20,5,9,5,10
32421,2015-506,Buenos Aires,Clay,28,A,20150223,15,104122,,,Carlos Berlocq,R,183,ARG,32.0547570157,74,670,104926,4,,Fabio Fognini,R,178,ITA,27.7535934292,22,1530,6-3 6-0,3,R16,56,4,0,37,24,20,7,7,0,1,0,1,45,23,11,7,8,3,9
32422,2015-506,Buenos Aires,Clay,28,A,20150223,16,105641,,,Blaz Rola,L,,SLO,24.386036961,85,602,105487,,Q,Facundo Bagnis,L,,ARG,24.9883641342,128,431,6-2 6-1,3,R16,65,0,0,62,44,29,12,8,3,3,0,5,42,23,12,7,7,4,8
32423,2015-506,Buenos Aires,Clay,28,A,20150223,17,104338,,,Juan Monaco,R,185,ARG,30.9048596851,60,815,104919,5,,Leonardo Mayer,R,188,ARG,27.7782340862,29,1264,6-4 6-4,3,R16,101,0,1,66,56,39,5,10,6,7,3,2,68,44,26,11,10,5,8
32424,2015-506,Buenos Aires,Clay,28,A,20150223,18,104655,3,,Pablo Cuevas,R,180,URU,29.144421629,24,1492,105819,,WC,Guido Andreozzi,R,,ARG,23.5537303217,194,246,7-6(4) 6-1,3,R16,84,7,2,72,48,39,10,10,3,4,1,2,55,35,22,11,9,4,7
32425,2015-506,Buenos Aires,Clay,28,A,20150223,19,104597,,,Nicolas Almagro,R,183,ESP,29.5085557837,89,575,105077,,,Albert Ramos,L,188,ESP,27.1019849418,68,730,6-3 6-4,3,R16,87,7,2,63,42,32,12,10,2,2,0,1,64,39,27,12,9,6,8
32426,2015-506,Buenos Aires,Clay,28,A,20150223,20,103990,2,,Tommy Robredo,R,180,ESP,32.8158795346,18,1755,105952,,WC,Renzo Olivo,R,,ARG,22.9431895962,186,269,6-1 6-2,3,R16,66,2,1,54,37,29,9,8,2,2,0,5,52,34,18,7,7,3,7
32427,2015-506,Buenos Aires,Clay,28,A,20150223,21,104745,1,,Rafael Nadal,L,185,ESP,28.7255304586,4,5425,105643,,,Federico Delbonis,L,190,ARG,24.386036961,59,816,6-1 6-1,3,QF,62,0,2,38,24,20,9,7,0,0,0,2,46,29,15,5,7,4,9
32428,2015-506,Buenos Aires,Clay,28,A,20150223,22,104122,,,Carlos Berlocq,R,183,ARG,32.0547570157,74,670,105641,,,Blaz Rola,L,,SLO,24.386036961,85,602,6-1 6-3,3,QF,79,2,0,49,36,23,8,8,2,4,1,2,57,42,19,6,8,5,11
32429,2015-506,Buenos Aires,Clay,28,A,20150223,23,104338,,,Juan Monaco,R,185,ARG,30.9048596851,60,815,104655,3,,Pablo Cuevas,R,180,URU,29.144421629,24,1492,7-6(1) 6-7(4) 6-4,3,QF,158,5,0,105,80,51,16,17,5,9,8,4,115,69,46,22,17,6,11
32430,2015-506,Buenos Aires,Clay,28,A,20150223,24,104597,,,Nicolas Almagro,R,183,ESP,29.5085557837,89,575,103990,2,,Tommy Robredo,R,180,ESP,32.8158795346,18,1755,6-3 6-2,3,QF,61,3,1,56,39,32,9,9,2,2,2,1,42,28,18,7,8,1,4
32431,2015-506,Buenos Aires,Clay,28,A,20150223,25,104745,1,,Rafael Nadal,L,185,ESP,28.7255304586,4,5425,104122,,,Carlos Berlocq,R,183,ARG,32.0547570157,74,670,7-6(7) 6-2,3,SF,113,1,1,72,45,32,16,10,3,4,3,1,71,49,35,8,10,6,9
32432,2015-506,Buenos Aires,Clay,28,A,20150223,26,104338,,,Juan Monaco,R,185,ARG,30.9048596851,60,815,104597,,,Nicolas Almagro,R,183,ESP,29.5085557837,89,575,6-3 6-7(6) 6-4,3,SF,148,2,1,110,86,53,12,15,12,15,7,5,102,51,37,21,16,4,10
32433,2015-506,Buenos Aires,Clay,28,A,20150223,27,104745,1,,Rafael Nadal,L,185,ESP,28.7255304586,4,5425,104338,,,Juan Monaco,R,185,ARG,30.9048596851,60,815,6-4 6-1,3,F,87,1,0,49,38,30,4,8,0,0,0,0,60,45,26,6,9,5,9
32434,2015-807,Acapulco,Hard,32,A,20150223,1,105453,1,,Kei Nishikori,R,178,JPN,25.1526351814,5,5205,105292,,Q,Alejandro Gonzalez,R,,COL,26.0424366872,92,565,6-3 7-5,3,R32,96,0,1,64,37,27,14,10,6,7,3,2,78,54,33,12,11,7,11
32435,2015-807,Acapulco,Hard,32,A,20150223,2,104229,,,Yen Hsun Lu,R,180,TPE,31.5290896646,61,808,103607,,,Victor Estrella,R,173,DOM,34.559890486,48,929,6-2 7-5,3,R32,83,1,2,48,23,19,15,10,0,2,1,3,73,43,26,12,10,6,11
32436,2015-807,Acapulco,Hard,32,A,20150223,3,104890,,,Andreas Haider Maurer,R,190,AUT,27.9260780287,57,838,104898,,,Robin Haase,R,190,NED,27.8850102669,102,545,6-3 2-6 6-2,3,R32,107,6,4,89,51,41,16,13,8,10,1,3,77,49,31,14,12,7,10
32437,2015-807,Acapulco,Hard,32,A,20150223,4,105238,5,,Alexandr Dolgopolov,R,180,UKR,26.2943189596,33,1165,105032,,,Samuel Groth,R,,AUS,27.3483915127,69,717,6-3 4-6 6-0,3,R32,84,6,1,60,44,34,13,12,0,1,10,4,76,45,32,11,13,1,6
32438,2015-807,Acapulco,Hard,32,A,20150223,5,104731,4,,Kevin Anderson,R,203,RSA,28.7693360712,15,2125,104460,,,Dustin Brown,R,196,GER,30.2094455852,95,561,6-1 6-2,3,R32,53,5,3,40,29,25,7,8,0,0,4,5,59,34,22,8,7,9,13
32439,2015-807,Acapulco,Hard,32,A,20150223,6,105449,,,Steve Johnson,R,188,USA,25.1663244353,44,971,104471,,,Ivan Dodig,R,183,CRO,30.1409993155,96,560,6-4 6-4,3,R32,76,4,1,52,26,23,17,10,0,0,6,6,65,36,27,15,10,7,9
32440,2015-807,Acapulco,Hard,32,A,20150223,7,104678,,,Viktor Troicki,R,193,SRB,29.0349075975,43,981,104535,,WC,Daniel Garza,R,,MEX,29.87816564,480,74,6-4 6-3,3,R32,68,11,3,64,33,26,18,10,4,5,1,2,56,31,19,13,9,2,5
32441,2015-807,Acapulco,Hard,32,A,20150223,8,105053,7,,Santiago Giraldo,R,188,COL,27.241615332,32,1210,105572,,Q,Austin Krajicek,L,,USA,24.6899383984,142,376,7-6(8) 6-1,3,R32,112,3,1,77,59,39,11,9,6,7,5,3,72,43,26,15,10,4,8
32442,2015-807,Acapulco,Hard,32,A,20150223,9,103333,6,,Ivo Karlovic,R,208,CRO,35.9863107461,23,1500,104559,,,Teymuraz Gabashvili,R,188,RUS,29.7549623546,79,640,6-4 3-6 6-2,3,R32,104,19,4,81,47,39,16,13,5,6,3,2,83,50,34,20,14,5,8
32443,2015-807,Acapulco,Hard,32,A,20150223,10,105583,,,Dusan Lajovic,R,180,SRB,24.6516084873,78,646,106423,,Q,Thanasi Kokkinakis,R,,AUS,18.8720054757,138,402,6-4 7-6(4),3,R32,110,4,2,70,46,27,14,11,4,8,5,4,87,51,34,13,11,3,8
32444,2015-807,Acapulco,Hard,32,A,20150223,11,105992,,Q,Ryan Harrison,R,183,USA,22.7980835044,169,299,105385,,,Donald Young,L,183,USA,25.5879534565,45,964,4-6 6-2 4-2 RET,3,R32,98,6,4,71,48,34,12,12,7,11,2,7,72,38,23,16,12,2,8
32445,2015-807,Acapulco,Hard,32,A,20150223,12,105777,3,,Grigor Dimitrov,R,188,BUL,23.7754962355,10,3465,105936,,,Filip Krajinovic,R,185,SRB,22.9897330595,101,551,6-3 5-7 6-0,3,R32,122,5,6,81,46,33,16,14,2,7,2,7,110,54,26,24,13,19,27
32446,2015-807,Acapulco,Hard,32,A,20150223,13,103794,8,,Benjamin Becker,R,178,GER,33.6892539357,41,1053,104735,,,Tobias Kamke,R,180,GER,28.7611225188,97,560,7-6(4) 6-2,3,R32,97,8,1,69,39,29,16,10,1,2,5,2,69,39,25,14,10,1,4
32447,2015-807,Acapulco,Hard,32,A,20150223,14,106071,,,Bernard Tomic,R,193,AUS,22.340862423,42,1016,105173,,,Adrian Mannarino,L,183,FRA,26.6529774127,38,1113,3-6 6-4 6-4,3,R32,96,7,1,88,53,37,18,15,1,5,7,2,87,60,39,14,14,8,12
32448,2015-807,Acapulco,Hard,32,A,20150223,15,104594,,,Marinko Matosevic,R,194,AUS,29.5441478439,80,638,104719,,,Marcel Granollers,R,190,ESP,28.8678986995,51,895,6-4 6-2,3,R32,84,2,5,56,30,25,10,9,5,7,3,4,61,32,19,10,9,3,8
32449,2015-807,Acapulco,Hard,32,A,20150223,16,103970,2,,David Ferrer,R,175,ESP,32.8952772074,9,4185,104997,,,Igor Sijsling,R,190,NED,27.5181382615,132,411,6-3 7-6(4),3,R32,87,1,2,69,54,34,9,11,2,5,0,4,68,38,21,13,10,3,7
32450,2015-807,Acapulco,Hard,32,A,20150223,17,105453,1,,Kei Nishikori,R,178,JPN,25.1526351814,5,5205,104229,,,Yen Hsun Lu,R,180,TPE,31.5290896646,61,808,6-1 6-3,3,R16,60,2,1,47,33,27,5,8,4,5,0,3,45,26,15,5,8,1,6
32451,2015-807,Acapulco,Hard,32,A,20150223,18,105238,5,,Alexandr Dolgopolov,R,180,UKR,26.2943189596,33,1165,104890,,,Andreas Haider Maurer,R,190,AUT,27.9260780287,57,838,6-2 6-3,3,R16,60,5,0,39,19,16,17,8,2,2,3,8,62,30,20,12,9,6,10
32452,2015-807,Acapulco,Hard,32,A,20150223,19,104731,4,,Kevin Anderson,R,203,RSA,28.7693360712,15,2125,105449,,,Steve Johnson,R,188,USA,25.1663244353,44,971,3-6 7-5 6-3,3,R16,127,13,2,87,46,37,20,15,4,6,9,2,84,44,33,26,15,7,10
32453,2015-807,Acapulco,Hard,32,A,20150223,20,104678,,,Viktor Troicki,R,193,SRB,29.0349075975,43,981,105053,7,,Santiago Giraldo,R,188,COL,27.241615332,32,1210,6-3 6-4,3,R16,79,4,1,48,26,18,15,9,0,2,0,1,63,46,25,7,10,4,9
32454,2015-807,Acapulco,Hard,32,A,20150223,21,103333,6,,Ivo Karlovic,R,208,CRO,35.9863107461,23,1500,105583,,,Dusan Lajovic,R,180,SRB,24.6516084873,78,646,3-6 6-3 6-1,3,R16,86,18,7,67,40,36,14,12,1,2,3,4,71,43,29,14,13,3,7
32455,2015-807,Acapulco,Hard,32,A,20150223,22,105992,,Q,Ryan Harrison,R,183,USA,22.7980835044,169,299,105777,3,,Grigor Dimitrov,R,188,BUL,23.7754962355,10,3465,7-5 4-6 6-0,3,R16,109,5,2,76,38,32,20,14,0,2,3,7,88,40,26,24,14,4,9
32456,2015-807,Acapulco,Hard,32,A,20150223,23,106071,,,Bernard Tomic,R,193,AUS,22.340862423,42,1016,103794,8,,Benjamin Becker,R,178,GER,33.6892539357,41,1053,4-6 6-3 6-2,3,R16,78,13,2,88,61,45,12,14,3,5,5,1,64,44,30,12,13,2,6
